"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Platelet activation","79/124",0.00544806890173824,0.0205103770418381,0,0,1.6259176707476,8.47508620578475,"ITGB1;MYLK2;GUCY1B1;ITGB3;ITGA2B;PIK3CD;PIK3CB;ACTB;MYLK3;PIK3CG;MYLK;AKT3;AKT1;PRKG2;PRKACA;PRKG1;FGB;GUCY1A2;FGA;GUCY1A1;PRKCI;PTGIR;FCER1G;PPP1R12A;SYK;GP1BB;ITGA2;F2R;FGG;PLA2G4C;PLA2G4A;RHOA;APBB1IP;VAMP8;PLCB3;ADCY9;BTK;ORAI1;ARHGEF1;LCP2;TLN2;PLCB1;PLCB2;ROCK2;SRC;ITPR1;ADCY4;ITPR2;PIK3R3;ADCY3;ITPR3;PIK3R1;ADCY1;PRKCZ;RASGRP1;ADCY7;MYL12A;PIK3R6;ADCY6;GNAI1;PIK3R5;ADCY5;GNAI2;RAP1B;TBXA2R;FYN;LYN;VASP;P2RY12;NOS3;MAPK14;MAPK13;COL1A1;MAPK11;COL3A1;COL1A2;P2RX1;FERMT3;F2RL3"
"Shigellosis","148/246",0.00576172038286327,0.0212945377376531,0,0,1.40029069188651,7.22062579809058,"CSF2;UBE2D3;ARPC5L;UBE2D1;TNF;ACTB;PYCARD;CAPNS1;AKT3;CAPN2;AKT1;PLCE1;CAPN1;SKP1;CAST;GABARAPL2;GABARAPL1;FNBP1;IL1R1;FBXW11;ACTN1;PRKCE;PRKCD;ATG14;ATG12;RBX1;RRAGC;ELMO1;UBE2V2;PFN4;ELMO2;PRKCQ;VDAC1;TLN2;PFN1;MYL9;UBA52;PFN3;PPID;VCL;PFN2;ITPR1;PIK3R3;ITPR2;ITPR3;BCL10;PIK3R1;FOXO4;FOXO3;ACTR3B;GABARAP;MYL12A;FOXO1;C3;UBC;NLRP3;CD14;ATG5;JUN;CBX3;ARPC4;ARPC5;NFKB1;MYLPF;NFKBIA;ARPC2;ARPC3;CYCS;TAB1;TECPR1;MYD88;BCL2L1;NFKBIB;ITGB1;GSK3A;ARPC1B;TRADD;ARPC1A;CGAS;ILK;PIK3CD;WASL;PIK3CB;HK2;SEPTIN11;HK1;RPTOR;HK3;CASP4;CASP1;IKBKG;ACTR3;ACTR2;CHUK;RIPK2;IL18;TRAF2;WIPI1;WIPI2;RHOA;TNFRSF1A;PLCB3;CTTN;IL1B;HKDC1;HCLS1;ARHGEF2;ITGA5;PLCB1;PLCB2;TLR4;CD44;RNF31;BECN1;ROCK2;SRC;NOD1;NLRC4;RELA;MALT1;CDC42;CYTH3;CYTH2;MAPK9;CYTH4;CCL5;TIFA;WASF1;WASF2;SEPTIN2;BNIP3;SEPTIN6;SEPTIN3;SEPTIN9;MAPK14;SEPTIN7;MTOR;SEPTIN8;MAPK13;MAPK10;MAPK11;STING1;TNIP1;RPS6KB2;BAX;PLCD3;PLCD4;PLCD1"
"Sphingolipid signaling pathway","76/119",0.00578945244742444,0.0212945377376531,0,0,1.63679294169599,8.43229494069504,"TRADD;PIK3CD;PPP2R2A;PIK3CB;TNF;SMPD2;SPTLC1;SPTLC2;SMPD1;AKT3;ADORA1;BDKRB2;RAC2;AKT1;RAC3;CTSD;HRAS;MAP3K5;CERS3;MAP2K2;CERS6;FCER1G;PRKCB;PDPK1;SPHK2;PRKCE;SPHK1;PPP2R5B;PPP2R5A;PRKCA;TRAF2;GAB2;PPP2R5C;RHOA;TNFRSF1A;PLCB3;PLCB1;PLCB2;CERS1;NSMAF;CERS2;OPRD1;ASAH1;ASAH2;SGMS1;ROCK2;PIK3R3;PIK3R1;SGMS2;PRKCZ;KNG1;GNAI1;RELA;PLD2;GNAI2;MAPK9;SGPL1;NRAS;GNA12;FYN;S1PR3;S1PR2;BID;NOS3;MAPK14;SGPP2;NFKB1;SGPP1;MAPK13;MAPK10;MAPK11;PPP2R2C;PPP2R2B;BAX;DEGS1;KRAS"
"Nicotinate and nicotinamide metabolism","26/35",0.00590090968582339,0.0214578534029942,0,0,2.67191584179629,13.7140055213126,"NNMT;QPRT;NADSYN1;NT5C;NADK2;NNT;NAPRT;NAMPT;ASPDH;AOX1;CD38;ENPP1;NT5M;ENPP3;NADK;NUDT12;SIRT4;SIRT5;NMNAT3;SIRT6;SIRT7;SIRT1;SIRT2;SIRT3;NMNAT1;NT5C1A"
"Inositol phosphate metabolism","49/73",0.00623366194305652,0.0218820801358086,0,0,1.88956259864077,9.59480457528076,"MTMR14;INPPL1;PIK3CD;PIK3C2G;PIK3CB;PIK3CG;IMPA1;PIP4K2A;PLCE1;PIP4K2B;PIP4K2C;MIOX;TPI1;SACM1L;IPMK;ITPK1;INPP4A;ITPKB;INPP4B;ITPKC;MINPP1;PLCB3;PLCB1;PLCB2;PI4K2A;IPPK;ISYNA1;MTMR2;MTMR3;MTMR4;INPP5B;INPP5A;INPP5F;INPP5D;INPP5E;INPP5J;PIP5K1A;PIP5K1B;PIP5K1C;CDIPT;SYNJ2;FIG4;ALDH6A1;PI4KA;PLCH1;PLCH2;PLCD3;PLCD4;PLCD1"
"Thyroid hormone signaling pathway","77/121",0.00627973561471031,0.0218820801358086,0,0,1.62062784613894,8.21727583457501,"THRB;THRA;ITGB3;ATP2A3;SLC2A1;ATP2A2;PIK3CD;PIK3CB;MED16;ACTB;CASP9;MED12;MED14;CCND1;SIN3A;MYC;AKT3;AKT1;PLCE1;ITGAV;PRKACA;SLC16A2;HRAS;NCOA1;MED1;MAP2K2;PRKCB;PDPK1;NCOA3;DIO1;DIO2;DIO3;TSC2;PRKCA;ATP1B2;ATP1B1;KAT2B;KAT2A;PLCB3;PLCB1;PLCB2;MYH6;NOTCH3;HDAC2;HDAC1;SRC;ATP1A4;PIK3R3;ATP1A3;GATA4;ATP1A2;PIK3R1;ATP1A1;HIF1A;FOXO1;MED12L;RXRB;NRAS;RXRA;RXRG;WNT4;BAD;STAT1;SLC16A10;ESR1;MTOR;BMP4;RCAN1;PFKL;RHEB;FXYD2;RCAN2;KRAS;PLCD3;PFKM;PLCD4;PLCD1"
"Hypertrophic cardiomyopathy","59/90",0.00629017357623059,0.0218820801358086,0,0,1.76185068126012,8.93040991037781,"ITGB1;RYR2;ITGB5;ITGB4;ITGB3;ITGA2B;ATP2A3;ATP2A2;TNF;ACTB;SLC8A1;SLC8A2;DAG1;ITGB8;ITGAV;ITGB7;ITGB6;EMD;EDN1;PRKAB2;ITGA4;TPM4;ITGA3;TPM3;CACNA2D1;ITGA2;TNNC1;TPM2;ITGA1;TPM1;CACNA2D2;PRKAB1;CACNB3;CACNB4;TNNT2;ITGA7;ITGA5;MYH6;ITGA9;PRKAA1;PRKAA2;LAMA2;LAMA1;CACNA1C;CACNA1F;CACNG8;LMNA;DMD;TNNI3;CACNG4;ACE;TGFB1;TGFB3;IGF1;AGT;IL6;DES;ITGA10;ITGA11"
"Kaposi sarcoma-associated herpesvirus infection","118/193",0.00630175485408754,0.0218820801358086,0,0,1.45808819714656,7.3880266529551,"RB1;CD86;CSF2;CALML3;CALML4;FGF2;ICAM1;PREX1;CCND1;MYC;AKT3;AKT1;IFNAR2;GABARAPL2;GABARAPL1;MAP2K2;ATG14;TICAM1;MAPKAPK2;IL6ST;UBA52;IFNAR1;TCF7;PDGFB;ITPR1;PIK3R3;ITPR2;ITPR3;PIK3R1;HIF1A;GABARAP;PIK3R6;PIK3R5;C3;UBC;CCR1;LYN;JUN;EIF2AK2;NFATC2;NFATC1;GNG12;GNG11;NFKB1;NFATC4;NFKBIA;RCAN1;IL6;CDK6;CDK4;GNB1;GNB4;CYCS;CALM1;CALM2;CDKN1A;TRADD;PIK3CD;CXCL1;PIK3CB;CXCL3;CXCL2;PIK3CG;CASP9;GNGT2;PPP3CC;CASP8;CASP3;CCR8;IKBKG;CCR5;CCR4;HRAS;IKBKE;CCR3;JAK1;SYK;CHUK;IFNGR1;TRAF2;FOS;TYK2;TNFRSF1A;HCK;CD200R1;CREB1;TRAF3;IRF7;TLR3;IRF9;BECN1;SRC;PTGS2;RELA;MAPK9;NRAS;GNG2;GNG4;E2F1;E2F2;GNG8;E2F3;BAK1;BID;TCF7L2;TCF7L1;STAT1;STAT2;STAT3;MAPK14;MTOR;VEGFA;MAPK13;MAPK10;MAPK11;FAS;BAX;KRAS"
"Mitophagy","46/68",0.00635947953946938,0.0218820801358086,0,0,1.93497962624701,9.78675686224923,"PRKN;BECN1;SRC;AMBRA1;FOXO3;HIF1A;GABARAP;RELA;BCL2L13;MAPK9;NRAS;RHOT2;RHOT1;RRAS;UBC;E2F1;MFN1;MFN2;USP30;TBC1D17;HRAS;ATG5;BNIP3L;GABARAPL2;USP8;FIS1;GABARAPL1;JUN;CSNK2A1;ATG9B;BNIP3;ATG9A;TFE3;RRAS2;MAPK10;PINK1;SP1;CSNK2B;NBR1;TAX1BP1;TOMM7;ULK1;KRAS;RAB7B;UBA52;BCL2L1"
"Fc gamma R-mediated phagocytosis","63/97",0.00662923981921637,0.0225676249164813,0,0,1.71542730299667,8.60503817867079,"NCF1;ARPC1B;ARPC1A;ARPC5L;INPPL1;PIK3CD;PIK3CB;AKT3;CFL1;RAC2;AKT1;ACTR3;VAV3;ACTR2;SYK;PRKCB;SPHK2;PRKCE;SPHK1;PRKCD;PLA2G4C;PLA2G4A;PRKCA;GAB2;VAV1;DNM2;HCK;BIN1;AMPH;PLPP1;ASAP3;WAS;PIK3R3;ASAP1;PIK3R1;PLA2G6;ACTR3B;PLD2;CDC42;PAK1;SCIN;INPP5D;PIP5K1A;PIP5K1B;PIP5K1C;WASF1;WASF2;WASF3;LYN;VASP;MARCKSL1;GSN;LIMK2;LIMK1;ARPC4;ARPC5;MARCKS;PTPRC;ARPC2;ARPC3;RPS6KB2;FCGR2B;LAT"
"Arginine and proline metabolism","35/50",0.0073381201503019,0.0247178784010169,0,0,2.15860915436328,10.6088572207435,"OAT;ODC1;SAT2;CNDP1;ALDH2;ALDH1B1;CARNS1;NOS1;CKB;PRODH;L3HYPDH;GAMT;AOC1;GOT1;NOS2;ARG1;NOS3;SMOX;GOT2;PYCR1;HOGA1;PYCR3;AGMAT;ALDH3A2;ALDH4A1;GATM;DAO;P4HA1;P4HA2;P4HA3;SMS;LAP3;ALDH18A1;ALDH7A1;ALDH9A1"
"Osteoclast differentiation","80/127",0.00789309130457857,0.0263103043485952,0,0,1.57625797511475,7.63187451026317,"SPI1;CSF1;NCF1;NCF2;ITGB3;NCF4;FHL2;PIK3CD;TREM2;PIK3CB;TNF;PPP3CC;CTSK;AKT3;BLNK;AKT1;SIRPA;TNFSF11;ACP5;IKBKG;JUNB;JAK1;IFNAR2;CHUK;SYK;IL1R1;IFNGR1;IFNGR2;CYBA;TRAF2;FOS;GAB2;TYK2;TGFBR1;TGFBR2;TNFRSF1A;TYROBP;CREB1;LCK;IL1B;BTK;LCP2;PPARG;IRF9;IFNAR1;LILRA6;PIK3R3;TNFRSF11B;PIK3R1;TNFRSF11A;RELA;LILRA5;RELB;SOCS3;MAPK9;CALCR;SOCS1;FYN;JUN;JUND;TGFB1;STAT1;STAT2;NFATC2;NFATC1;MAPK14;NFKB1;FOSL2;NFKB2;MAPK13;FOSL1;NFKBIA;MAPK10;MAPK11;CAMK4;FOSB;GRB2;TAB1;FCGR2B;MAP3K14"
"Non-small cell lung cancer","48/72",0.00820240569563797,0.0270076854475103,0,0,1.85082125603865,8.89010117386379,"ALK;RB1;CDKN1A;ARAF;PIK3CD;PIK3R3;PIK3CB;PIK3R1;FOXO3;STK4;FHIT;CASP9;RXRB;NRAS;RXRA;CCND1;RASSF5;AKT3;E2F1;AKT1;E2F2;E2F3;BAK1;HRAS;JAK3;RXRG;STAT5A;STAT5B;MAP2K2;GADD45B;PDPK1;PRKCB;BAD;CDKN2A;EGF;GADD45A;HGF;STAT3;PRKCA;GADD45G;EML4;CDK6;CDK4;BAX;GRB2;KRAS;SOS1;SOS2"
"Hepatitis C","97/157",0.0082726223383449,0.0270076854475103,0,0,1.49754716370579,7.18044472596812,"RB1;SCARB1;CD81;ARAF;PPP2R2A;CLDN2;IFIT1;CLDN1;TNF;CCND1;MYC;AKT3;AKT1;IFNAR2;MAP2K2;RSAD2;TICAM1;CLDN6;CLDN4;CLDN3;CLDN7;IFNAR1;PIK3R3;PIK3R1;SOCS3;EIF2AK1;EIF2AK2;EIF2AK4;NFKB1;NFKBIA;CXCL10;MAVS;CDK6;CDK4;CDK2;CYCS;GRB2;CDKN1A;TRADD;PIK3CD;PIK3CB;CASP9;CASP8;YWHAQ;CASP3;CLDN23;IKBKG;HRAS;IKBKE;YWHAG;JAK1;YWHAH;APAF1;CHUK;TRAF2;TYK2;TNFRSF1A;CLDN11;CLDN10;CLDN15;CLDN14;OAS2;TRAF3;OAS3;CLDN19;IRF7;CLDN18;PPARA;SOS1;SOS2;IRF9;TLR3;RNASEL;RELA;NRAS;RXRA;E2F1;E2F2;E2F3;BAK1;BID;LDLR;BAD;EGF;STAT1;MX2;STAT2;MX1;STAT3;NR1H3;CFLAR;PPP2R2C;PPP2R2B;BAX;FAS;EIF3E;KRAS"
"Ubiquinone and other terpenoid-quinone biosynthesis","10/11",0.00835550268532349,0.0270076854475103,0,0,9.24239507123604,44.2233349857024,"VKORC1;COQ3;NQO1;COQ2;GGCX;TAT;COQ7;HPD;COQ6;COQ5"
"Pyruvate metabolism","33/47",0.00850161761101965,0.0272051763552629,0,0,2.18044242298946,10.3952566926638,"ACSS2;GLO1;PDHB;ADH7;ACACB;ACAT2;ADH5;ACAT1;LDHB;LDHA;ALDH1B1;ALDH2;LDHD;ME1;ME3;DLAT;ACSS1;PCK1;PCK2;PDHA1;MDH1;MDH2;ACOT12;AKR1A1;ACYP2;ACYP1;ALDH3A2;GRHPR;PKM;HAGH;ALDH7A1;DLD;ALDH9A1"
"Legionellosis","39/57",0.00869471572810116,0.0275476141880433,0,0,2.00456929562056,9.51176114055517,"HBS1L;RAB1A;ITGAM;SAR1B;RAB1B;ITGB2;CXCL1;NLRC4;CXCL3;CXCL2;TNF;RELA;HSPD1;CASP9;PYCARD;C3;BCL2L13;CASP7;CASP8;CASP3;CASP1;CD14;HSPA8;APAF1;BNIP3;IL18;HSPA2;CLK4;NFKB1;NFKB2;NFKBIA;IL6;IL1B;CYCS;TLR4;HSPA1B;MYD88;TLR2;HSPA1A"
"Pertussis","50/76",0.01029940536019,0.0323118599535372,0,0,1.77960809966995,8.14289782279428,"ITGB1;ITGAM;ITGB2;CALML3;CALML4;TNF;CXCL5;C4B;PYCARD;CASP7;CASP3;CFL1;CASP1;TICAM2;FOS;IRAK4;TICAM1;RHOA;TIRAP;IL23A;IL1B;IRF1;IRF8;SERPING1;ITGA5;TLR4;C1QB;C1QA;LY96;NOD1;GNAI1;RELA;GNAI2;C3;MAPK9;IRAK1;NLRP3;CD14;JUN;NOS2;MAPK14;NFKB1;MAPK13;MAPK10;MAPK11;IL6;CALM1;CALM2;MYD88;C1QC"
"Lipid and atherosclerosis","129/215",0.010650721152918,0.0330896191158618,0,0,1.39000876424189,6.31359727687559,"ERO1A;NCF1;NCF2;NCF4;CALML3;CALML4;TNF;ICAM1;PYCARD;AKT3;TNFSF10;AKT1;MAP3K5;MAP2K3;TICAM2;CYBB;PRKCA;CYBA;TICAM1;ABCG1;ITPR1;PIK3R3;LY96;PIK3R1;AGER;RAP1B;IRAK1;NLRP3;CD14;APOB;ABCA1;LYN;HSPA8;JUN;XBP1;VCAM1;HSPA4;NFATC2;TNFRSF10B;NFATC1;HSPA2;POU2F2;NFKB1;NFKBIA;SELP;IL6;CYP1A1;CYCS;TAB1;CALM1;CALM2;MYD88;BCL2L1;CD40;PIK3CD;CXCL1;VLDLR;PIK3CB;CXCL3;CXCL2;CASP9;CASP7;PPP3CC;CASP8;CASP6;CASP3;CASP1;OLR1;CD36;IKBKG;LBP;HRAS;IKBKE;VAV3;APAF1;CHUK;PDPK1;MMP3;IL18;APOA4;TRAF2;FOS;IRAK4;MMP9;RHOA;VAV1;TIRAP;TNFRSF1A;PLCB3;TRAF3;IL1B;IRF7;ARHGEF1;PPARG;TLR6;PLCB1;PLCB2;TLR4;TLR2;CAMK2D;ROCK2;SRC;TANK;RELA;HSPD1;RXRB;CDC42;MAPK9;NRAS;RXRA;CCL5;CCL3;CCL2;BID;LDLR;RXRG;BAD;NOS3;STAT3;MAPK14;SOD2;MAPK13;MAPK10;MAPK11;FAS;BAX;KRAS;HSPA1B;HSPA1A"
"Amoebiasis","65/102",0.0109354089362022,0.0336474121113913,0,0,1.62618584906401,7.34344749339297,"CSF2;ITGAM;LAMC3;ITGB2;HSPB1;PIK3CD;CXCL1;LAMC2;LAMC1;PIK3CB;CXCL3;TNF;C8A;CXCL2;C8G;CASP3;PRKACA;IL1R1;PRKCB;ARG1;ACTN1;IL1R2;PRKCA;SERPINB9;PLCB3;COL4A2;COL4A1;COL4A4;IL1B;COL4A3;COL4A6;PLCB1;RAB7B;PLCB2;TLR4;VCL;TLR2;LAMA5;RAB5B;RAB5C;LAMA2;LAMA1;LAMA4;LAMA3;PIK3R3;PIK3R1;ADCY1;RELA;GNA14;GNA15;PRDX1;GNA11;CD14;TGFB1;LAMB3;NOS2;TGFB3;FN1;LAMB1;NFKB1;COL1A1;IL6;COL3A1;COL1A2;RAB5A"
"Apelin signaling pathway","85/137",0.0110585866236991,0.0337023592341307,0,0,1.51367952323058,6.81844219428581,"RYR1;MYLK2;RYR2;SERPINE1;PDE3B;CALML3;PLAT;CALML4;MYLK3;SLC8A1;PIK3CG;MYLK;SLC8A2;GNGT2;CCND1;AKT3;AKT1;CCN2;NOS1;PRKACA;HRAS;MEF2A;GABARAPL2;GABARAPL1;MEF2C;PRKAB2;MAP2K2;SPHK2;PRKCE;SPHK1;RRAS2;PRKAB1;TGFBR1;ACTA2;PLCB3;ADCY9;APLNR;TFAM;PLCB1;PLCB2;NOTCH3;BECN1;PRKAA1;PRKAA2;ITPR1;ADCY4;UCP1;ITPR2;ADCY3;ITPR3;NRF1;ADCY1;ADCY7;GABARAP;PIK3R6;ADCY6;GNAI1;PIK3R5;ADCY5;GNAI2;NRAS;GNG2;RRAS;GNG4;SPP1;GNG8;PPARGC1A;SMAD2;EGR1;SMAD3;NOS2;NOS3;GNG12;GNG11;KLF2;MTOR;APLN;ADCY10;CAMK4;GNB1;RPS6KB2;GNB4;KRAS;CALM1;CALM2"
"Endocytosis","149/252",0.0130473742239356,0.0391109173009438,0,0,1.34074269144894,5.81770828487947,"VPS29;TFRC;WIPF1;ZFYVE9;WIPF3;ARPC5L;CBLB;SH3GL1;SH3GLB1;PDGFRA;USP8;PRKCI;RNF41;RUFY1;ACAP3;ACAP2;ACAP1;RAB31;BIN1;PARD3;RUFY2;CHMP4C;CHMP4B;AMPH;STAM2;RAB5B;RAB5C;AGAP2;NEDD4L;VPS26A;ACTR3B;PRKCZ;PLD2;SNX3;SNX1;GRK3;RAB11FIP1;GRK2;GRK5;GRK6;PIP5K1A;PIP5K1B;PIP5K1C;RAB11FIP3;RAB11FIP4;SNX5;SNX6;SMAD2;HSPA8;RAB4A;SMAD3;IQSEC2;CAV3;SMURF2;IQSEC1;SMURF1;IQSEC3;ARPC4;SNF8;ARPC5;HSPA2;IGF2R;EHD1;EHD2;EHD3;DAB2;EHD4;ARPC2;ARPC3;CHMP2B;FGFR4;FGFR3;RAB5A;FGFR2;SH3KBP1;ARPC1B;ARPC1A;CLTB;CLTA;ARRB1;WASL;ARRB2;AP2A2;EEA1;CAPZB;PSD2;PSD4;CHMP1A;PSD3;CCR5;HRAS;GIT1;RAB8A;PSD;ACTR3;ACTR2;PDCD6IP;ARAP2;VPS37C;VPS37D;IZUMO1R;ARAP1;VPS37B;ARFGAP3;RBSN;RHOA;EPN1;TGFBR1;DNM2;TGFBR2;DNAJC6;CHMP6;CHMP7;ARF5;CHMP5;SRC;VPS4A;ASAP3;CXCR4;PARD6G;ASAP1;CBL;IL2RG;CDC42;CYTH3;CYTH2;PARD6B;CYTH4;PARD6A;CXCR2;MVB12B;MVB12A;LDLR;GIT2;ARFGEF2;GBF1;WWP1;AP2B1;PML;RAB11B;CAPZA1;NEDD4;IL2RA;IL2RB;FOLR2;SMAP2;FOLR1;HSPA1B;HSPA1A"
"Human cytomegalovirus infection","134/225",0.0130777129725031,0.0391109173009438,0,0,1.36449812852775,5.91761797431757,"RB1;CALML3;CALML4;ELK1;TNF;CREB3L3;CCND1;CREB3L4;MYC;AKT3;CREB3L2;AKT1;PRKACA;B2M;PDGFRA;MAP2K2;IL1R1;PRKCB;TAP2;TAP1;TSC2;PRKCA;TSC1;ADCY9;ITPR1;PIK3R3;ITPR2;ITPR3;PIK3R1;EIF4EBP1;CCR1;NFATC2;NFATC1;GNG12;GNG11;NFKB1;NFATC4;GNAO1;NFKBIA;IL6;CDK6;CXCL12;CDK4;RHEB;SP1;GNB1;GNB4;CYCS;GRB2;CALM1;CALM2;CDKN1A;ITGB3;TRADD;CGAS;PIK3CD;PIK3CB;CX3CL1;CASP9;GNGT2;PPP3CC;CASP8;CASP3;RAC2;RAC3;ITGAV;IKBKG;CCR5;HRAS;CCR3;JAK1;ARHGEF11;CHUK;TRAF2;RHOA;TAPBP;TNFRSF1A;CREB3;PLCB3;CREB1;IL1B;ARHGEF1;PLCB1;SOS1;PLCB2;SOS2;CREB5;PTGER4;PTGER1;ROCK2;SRC;PTGER2;PTGER3;ADCY4;ADCY3;CXCR4;ADCY1;PTGS2;ADCY7;ADCY6;GNAI1;RELA;ADCY5;GNAI2;NRAS;GNG2;GNG4;CCL5;GNA11;CXCR2;CCL4;GNA12;CCL3;E2F1;CCL2;E2F2;GNG8;PTK2B;E2F3;BAK1;BID;CDKN2A;IL10RA;STAT3;MAPK14;MTOR;VEGFA;MAPK13;MAPK11;STING1;RPS6KB2;FAS;BAX;KRAS"
"Primary immunodeficiency","27/38",0.0132197770867021,0.0391697098865248,0,0,2.26993977963026,9.81985325000158,"CD40;CIITA;DCLRE1C;TNFRSF13B;TNFRSF13C;CD3E;IL2RG;CD3D;UNG;CD19;BLNK;IKBKG;ICOS;JAK3;TAP2;TAP1;ZAP70;CD4;PTPRC;IGLL1;LCK;RFX5;RFXAP;BTK;ORAI1;IL7R;ADA"
"Purine metabolism","80/129",0.0136167633681484,0.039975819062454,0,0,1.51160444794316,6.49453843966395,"GUCY1B1;GDA;PDE3B;ADK;PFAS;HDDC3;ATIC;GUK1;PPAT;PDE4B;ENPP1;PDE4A;PGM2;ENPP3;PDE8B;PDE8A;PGM1;GUCY1A2;ENTPD1;GUCY1A1;ADSL;ENTPD2;ENTPD3;ENTPD5;PDE4D;PDE4C;ENTPD8;AMPD2;AMPD3;DCK;ADCY9;PKM;RRM2B;PDE5A;HPRT1;PDE9A;PRPS2;PRPS1;NPR1;PDE1B;NPR2;PDE1A;AK2;GMPS;ADCY4;PRUNE1;AK3;ADCY3;AK4;AK5;NTPCR;ADCY1;AK7;FHIT;ADCY7;GUCY2F;AK8;ADCY6;PAPSS2;ADCY5;PAPSS1;NT5C;NT5M;PDE6A;XDH;RRM1;RRM2;PDE6G;PDE2A;PAICS;NUDT9;ADCY10;PDE10A;IMPDH1;IMPDH2;NT5C1A;PDE3A;ADSS1;ADSS2;ADA"
"Epstein-Barr virus infection","121/202",0.0139691636278785,0.0406375669174649,0,0,1.38393776345838,5.91066391346983,"RB1;RBPJ;TNF;ICAM1;PSMD8;PSMD6;CCND3;CCND2;CCND1;MYC;AKT3;PSMD3;AKT1;SKP2;B2M;IFNAR2;MAP2K3;ENTPD1;USP7;ENTPD3;TAP2;ENTPD8;TAP1;RUNX3;SAP30;CCNE2;CCNE1;BTK;IFNAR1;PSMD12;PSMD13;PIK3R3;PIK3R1;BCL2L11;IRAK1;CD19;LYN;JUN;GADD45B;GADD45A;EIF2AK2;ISG15;NFKB1;GADD45G;NFKB2;NFKBIA;CXCL10;IL6;MAVS;CDK6;CDK4;CDK2;CYCS;TAB1;NFKBIE;MAP3K14;MYD88;NFKBIB;CD40;CDKN1A;TRADD;PIK3CD;TNFAIP3;CD3G;PIK3CB;CD3E;ITGAL;CD3D;CASP9;CASP8;SIN3A;CASP3;BLNK;IKBKG;IKBKE;JAK3;JAK1;SYK;APAF1;CHUK;TRAF2;TYK2;IRAK4;TAPBP;NCOR2;CCNA2;OAS2;TRAF3;OAS3;IRF7;CD44;IRF9;TLR2;HDAC2;HDAC1;RELA;RELB;MAPK9;SAP30L;E2F1;E2F2;E2F3;BAK1;BID;STAT1;STAT2;STAT3;ADRM1;MAPK14;MAPK13;MAPK10;MAPK11;PSMC5;PSMC3;NEDD4;PSMC1;PSMC2;FAS;BAX;CD247;VIM"
"Dilated cardiomyopathy","61/96",0.0146028537684728,0.0417606449170118,0,0,1.61303224201551,6.81754255932759,"ITGB1;RYR2;ITGB5;ITGB4;ITGB3;ITGA2B;ATP2A3;ATP2A2;TNF;ACTB;SLC8A1;SLC8A2;DAG1;ITGB8;ITGAV;ITGB7;ITGB6;PRKACA;EMD;ITGA4;TPM4;ITGA3;TPM3;CACNA2D1;ITGA2;TNNC1;TPM2;ITGA1;TPM1;CACNA2D2;CACNB3;ADCY9;CACNB4;TNNT2;ITGA7;ITGA5;MYH6;ITGA9;LAMA2;LAMA1;ADCY4;ADCY3;ADRB1;ADCY1;CACNA1C;CACNA1F;ADCY7;ADCY6;ADCY5;CACNG8;LMNA;DMD;TNNI3;CACNG4;TGFB1;TGFB3;IGF1;AGT;DES;ITGA10;ITGA11"
"Arrhythmogenic right ventricular cardiomyopathy","50/77",0.0146924105565503,0.0417606449170118,0,0,1.71351773110567,7.23177171180832,"ITGB1;RYR2;ITGB5;ITGB4;ITGB3;ITGA2B;ATP2A3;ATP2A2;ACTB;SLC8A1;SLC8A2;GJA1;CDH2;DAG1;ITGB8;ITGAV;ITGB7;ITGB6;EMD;DSP;ACTN3;ITGA4;ITGA3;CACNA2D1;ITGA2;ITGA1;CACNA2D2;CACNB3;CACNB4;ITGA7;DSG2;ITGA5;DSC2;ITGA9;LAMA2;LAMA1;TCF7;CACNA1C;CACNA1F;CACNG8;LMNA;CTNNA1;DMD;CTNNA2;CACNG4;TCF7L2;TCF7L1;DES;ITGA10;ITGA11"
"Sulfur metabolism","9/10",0.0147467277363198,0.0417606449170118,0,0,8.31735489460006,35.0720737496325,"MPST;SELENBP1;TST;ETHE1;SQOR;BPNT1;SUOX;PAPSS2;PAPSS1"
"Neurotrophin signaling pathway","74/119",0.0157584658919472,0.0438294521292552,0,0,1.5222738817857,6.31801133047602,"PRDM4;IRS1;ARHGDIG;PIK3CD;CALML3;CALML4;PIK3CB;RPS6KA3;RPS6KA6;RPS6KA2;AKT3;ARHGDIB;AKT1;HRAS;MAP3K5;MAP2K2;PDPK1;RIPK2;PRKCD;MATK;GAB1;IRAK3;IRAK4;NGF;RHOA;MAPKAPK2;RAPGEF1;SOS1;SOS2;SHC4;BEX3;SHC2;CAMK2D;SHC1;PIK3R3;PIK3R1;PSEN1;FOXO3;RELA;RAP1B;CDC42;MAPK9;NRAS;MAPK7;IRAK1;NTF3;ABL1;SH2B3;SH2B2;SH2B1;NTRK1;NGFR;NTRK2;JUN;MAP3K1;BDNF;BAD;KIDINS220;SORT1;NTRK3;MAPK14;NFKB1;MAPK13;NFKBIA;MAPK10;MAPK11;CAMK4;BAX;GRB2;KRAS;CALM1;NFKBIE;CALM2;NFKBIB"
