"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"regulation of cyclase activity (GO:0031279)","2/5",0.836415955308825,0.969603209338893,0,0,0.61555726561498,0.109956523725924,"CAP1;MAPK14"
"regulation of cysteine-type endopeptidase activity involved in execution phase of apoptosis (GO:2001270)","2/5",0.836415955308825,0.969603209338893,0,0,0.61555726561498,0.109956523725924,"RFFL;PAK2"
"regulation of DNA topoisomerase (ATP-hydrolyzing) activity (GO:2000371)","2/5",0.836415955308825,0.969603209338893,0,0,0.61555726561498,0.109956523725924,"PLSCR1;UHRF1"
"regulation of glycoprotein metabolic process (GO:1903018)","2/5",0.836415955308825,0.969603209338893,0,0,0.61555726561498,0.109956523725924,"RAB1A;RAB1B"
"regulation of growth hormone receptor signaling pathway (GO:0060398)","2/5",0.836415955308825,0.969603209338893,0,0,0.61555726561498,0.109956523725924,"LEPROT;GDF15"
"regulation of growth rate (GO:0040009)","2/5",0.836415955308825,0.969603209338893,0,0,0.61555726561498,0.109956523725924,"RFTN1;BNIPL"
"regulation of guanyl-nucleotide exchange factor activity (GO:1905097)","2/5",0.836415955308825,0.969603209338893,0,0,0.61555726561498,0.109956523725924,"GPSM1;STMN1"
"regulation of histone H3-K9 trimethylation (GO:1900112)","2/5",0.836415955308825,0.969603209338893,0,0,0.61555726561498,0.109956523725924,"SMARCB1;ATRX"
"regulation of hydrogen peroxide biosynthetic process (GO:0010728)","2/5",0.836415955308825,0.969603209338893,0,0,0.61555726561498,0.109956523725924,"MPV17L;FYN"
"regulation of inositol trisphosphate biosynthetic process (GO:0032960)","2/5",0.836415955308825,0.969603209338893,0,0,0.61555726561498,0.109956523725924,"P2RY6;PTK2B"
"regulation of integrin biosynthetic process (GO:0045113)","2/5",0.836415955308825,0.969603209338893,0,0,0.61555726561498,0.109956523725924,"AR;S100A9"
"regulation of intestinal lipid absorption (GO:1904729)","2/5",0.836415955308825,0.969603209338893,0,0,0.61555726561498,0.109956523725924,"APOA4;PRAP1"
"regulation of inward rectifier potassium channel activity (GO:1901979)","2/5",0.836415955308825,0.969603209338893,0,0,0.61555726561498,0.109956523725924,"ITGB1;TREM2"
"regulation of lyase activity (GO:0051339)","2/5",0.836415955308825,0.969603209338893,0,0,0.61555726561498,0.109956523725924,"CAP1;FXN"
"regulation of metaphase plate congression (GO:0090235)","2/5",0.836415955308825,0.969603209338893,0,0,0.61555726561498,0.109956523725924,"TTL;MAD1L1"
"regulation of natural killer cell mediated immunity (GO:0002715)","2/5",0.836415955308825,0.969603209338893,0,0,0.61555726561498,0.109956523725924,"NCR1;PIK3R6"
"regulation of nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry (GO:1900175)","2/5",0.836415955308825,0.969603209338893,0,0,0.61555726561498,0.109956523725924,"SMAD2;SHH"
"regulation of protein kinase C activity (GO:1900019)","2/5",0.836415955308825,0.969603209338893,0,0,0.61555726561498,0.109956523725924,"CEMIP;WNT5A"
"regulation of protein monoubiquitination (GO:1902525)","2/5",0.836415955308825,0.969603209338893,0,0,0.61555726561498,0.109956523725924,"PEF1;BIRC2"
"regulation of snRNA transcription by RNA polymerase II (GO:1905380)","2/5",0.836415955308825,0.969603209338893,0,0,0.61555726561498,0.109956523725924,"MEPCE;LARP7"
"regulation of triglyceride metabolic process (GO:0090207)","2/5",0.836415955308825,0.969603209338893,0,0,0.61555726561498,0.109956523725924,"C3;FITM2"
"rescue of stalled ribosome (GO:0072344)","2/5",0.836415955308825,0.969603209338893,0,0,0.61555726561498,0.109956523725924,"MTRES1;RACK1"
"response to acetylcholine (GO:1905144)","2/5",0.836415955308825,0.969603209338893,0,0,0.61555726561498,0.109956523725924,"CHRNB2;ROCK2"
"response to cocaine (GO:0042220)","2/5",0.836415955308825,0.969603209338893,0,0,0.61555726561498,0.109956523725924,"CHRNB2;TGM2"
"response to indole-3-methanol (GO:0071680)","2/5",0.836415955308825,0.969603209338893,0,0,0.61555726561498,0.109956523725924,"CTNNA1;BRCA1"
"response to prostaglandin (GO:0034694)","2/5",0.836415955308825,0.969603209338893,0,0,0.61555726561498,0.109956523725924,"TGFBR3;CCR7"
"ribose phosphate metabolic process (GO:0019693)","2/5",0.836415955308825,0.969603209338893,0,0,0.61555726561498,0.109956523725924,"TKT;NUDT14"
"RNA phosphodiester bond hydrolysis, exonucleolytic (GO:0090503)","2/5",0.836415955308825,0.969603209338893,0,0,0.61555726561498,0.109956523725924,"TRIR;XRN1"
"sinoatrial node cell differentiation (GO:0060921)","2/5",0.836415955308825,0.969603209338893,0,0,0.61555726561498,0.109956523725924,"TBX18;TBX3"
"spliceosomal conformational changes to generate catalytic conformation (GO:0000393)","2/5",0.836415955308825,0.969603209338893,0,0,0.61555726561498,0.109956523725924,"ISY1;PRPF18"
"T cell extravasation (GO:0072683)","2/5",0.836415955308825,0.969603209338893,0,0,0.61555726561498,0.109956523725924,"CCL2;ITGAL"
"thorax and anterior abdomen determination (GO:0007356)","2/5",0.836415955308825,0.969603209338893,0,0,0.61555726561498,0.109956523725924,"TIFAB;BASP1"
"transcription initiation from RNA polymerase III promoter (GO:0006384)","2/5",0.836415955308825,0.969603209338893,0,0,0.61555726561498,0.109956523725924,"GTF3C1;POLR3H"
"ubiquitin-dependent glycoprotein ERAD pathway (GO:0097466)","2/5",0.836415955308825,0.969603209338893,0,0,0.61555726561498,0.109956523725924,"EDEM1;EDEM2"
"uridine transport (GO:0015862)","2/5",0.836415955308825,0.969603209338893,0,0,0.61555726561498,0.109956523725924,"SLC28A2;SLC28A1"
"ventricular cardiac muscle cell differentiation (GO:0055012)","2/5",0.836415955308825,0.969603209338893,0,0,0.61555726561498,0.109956523725924,"MEF2C;HEY2"
"vitamin D3 metabolic process (GO:0070640)","2/5",0.836415955308825,0.969603209338893,0,0,0.61555726561498,0.109956523725924,"CYP27A1;CYP27B1"
"zygotic determination of anterior/posterior axis, embryo (GO:0007354)","2/5",0.836415955308825,0.969603209338893,0,0,0.61555726561498,0.109956523725924,"TIFAB;BASP1"
"zymogen inhibition (GO:0097341)","2/5",0.836415955308825,0.969603209338893,0,0,0.61555726561498,0.109956523725924,"CAST;CST7"
"regulation of inflammatory response to antigenic stimulus (GO:0002861)","66/137",0.837100181181548,0.970209125468232,0,0,0.857510919173578,0.152475324136588,"GPR27;VIPR1;CD81;ADM;CD3G;TREM2;PTH1R;HTR4;RXFP1;CYSLTR1;GPR176;HTR6;HTR7;GGT1;PRKACA;PTGIR;SYK;GLP2R;RHBDF2;GPBAR1;PTH2R;FGR;HCK;ADAM17;ADCY9;CREB1;PRKAR1B;ADORA2A;ADORA2B;DPEP1;MYH9;PTGER4;ADCYAP1R1;CALCB;CALCRL;GPR45;SRC;PTGER2;ADCY4;ADCY3;ADRB1;FURIN;ADCY1;ADCY7;ADCY6;PTHLH;ADCY5;MC2R;CALCR;GNG2;HRH2;PRKAR2A;GPR150;FYN;GGT5;LYN;CD163;PLA2G2D;PLK2;SCTR;MAPK14;TSHR;IL6;GNB1;CD247;RAMP1"
"ribosome assembly (GO:0042255)","23/50",0.839040298209862,0.972270119824123,0,0,0.786166889781348,0.137969570928777,"RPL5;NPM1;RPL3;MTERF3;MRPS11;RPS5;RPLP0;PPAN;MPV17L2;MRPS2;RPS27L;RPSA;ERAL1;PWP2;MRPS7;NLE1;MRPL22;TRAF7;MRPL20;EIF6;C1QBP;SBDS;RRS1"
"negative regulation of ion transport (GO:0043271)","11/25",0.841409394779288,0.972588206827543,0,0,0.725274725274725,0.125238221841795,"PXK;CAV3;SYT11;WNK1;NEDD4;WNK4;PTK2B;HTR1B;NOS1;CD33;GPM6B"
"cardiocyte differentiation (GO:0035051)","5/12",0.842391583735744,0.972588206827543,0,0,0.659441107338731,0.113100948106288,"KDM6B;BMP2;GATA6;NRG1;SIK1"
"catecholamine biosynthetic process (GO:0042423)","5/12",0.842391583735744,0.972588206827543,0,0,0.659441107338731,0.113100948106288,"MOXD1;DDC;DAO;GCH1;PAH"
"digestive system development (GO:0055123)","5/12",0.842391583735744,0.972588206827543,0,0,0.659441107338731,0.113100948106288,"CLMP;FOXF1;KIT;PKD1;FGFR2"
"gas transport (GO:0015669)","5/12",0.842391583735744,0.972588206827543,0,0,0.659441107338731,0.113100948106288,"MYC;AQP6;IPCEF1;CYGB;AQP1"
"histone H3-K9 demethylation (GO:0033169)","5/12",0.842391583735744,0.972588206827543,0,0,0.659441107338731,0.113100948106288,"KDM4A;KDM3A;KDM3B;KDM1A;HR"
"inositol phosphate catabolic process (GO:0071545)","5/12",0.842391583735744,0.972588206827543,0,0,0.659441107338731,0.113100948106288,"INPP5B;INPP5A;IMPA1;INPP5J;SYNJ2"
"microtubule anchoring (GO:0034453)","5/12",0.842391583735744,0.972588206827543,0,0,0.659441107338731,0.113100948106288,"CAMSAP3;BCCIP;DAG1;CLASP1;PEX14"
"microtubule anchoring at microtubule organizing center (GO:0072393)","5/12",0.842391583735744,0.972588206827543,0,0,0.659441107338731,0.113100948106288,"NIN;CCDC120;KIF3A;CEP19;NINL"
"mitotic G1/S transition checkpoint signaling (GO:0044819)","5/12",0.842391583735744,0.972588206827543,0,0,0.659441107338731,0.113100948106288,"PLK3;CCND1;CDK2;RPA2;RPS27L"
"negative regulation of oxidoreductase activity (GO:0051354)","5/12",0.842391583735744,0.972588206827543,0,0,0.659441107338731,0.113100948106288,"PRKN;OXA1L;GZMA;HP;MT3"
"phagolysosome assembly (GO:0001845)","5/12",0.842391583735744,0.972588206827543,0,0,0.659441107338731,0.113100948106288,"RAB14;RAB7B;CORO1A;SYT7;ARL8B"
"positive regulation of cardiocyte differentiation (GO:1905209)","5/12",0.842391583735744,0.972588206827543,0,0,0.659441107338731,0.113100948106288,"EFNB2;GREM1;MEF2C;TGFB1;GATA4"
"positive regulation of leukocyte proliferation (GO:0070665)","5/12",0.842391583735744,0.972588206827543,0,0,0.659441107338731,0.113100948106288,"BST2;LYN;CSF1;IL34;OCSTAMP"
"regulation of cell communication by electrical coupling involved in cardiac conduction (GO:1901844)","5/12",0.842391583735744,0.972588206827543,0,0,0.659441107338731,0.113100948106288,"CAMK2D;IRX3;PDE4D;CALM1;CALM2"
"regulation of chromatin binding (GO:0035561)","5/12",0.842391583735744,0.972588206827543,0,0,0.659441107338731,0.113100948106288,"CDT1;MED25;DTX3L;DDX11;PARP9"
"regulation of feeding behavior (GO:0060259)","5/12",0.842391583735744,0.972588206827543,0,0,0.659441107338731,0.113100948106288,"NR4A3;SGIP1;STAT3;LEPR;EIF2AK4"
"regulation of natural killer cell activation (GO:0032814)","5/12",0.842391583735744,0.972588206827543,0,0,0.659441107338731,0.113100948106288,"TYROBP;IL23A;PTPN22;TICAM1;PIBF1"
"regulation of sensory perception (GO:0051931)","5/12",0.842391583735744,0.972588206827543,0,0,0.659441107338731,0.113100948106288,"SCN11A;F2R;CCL3;ACP3;MGLL"
"regulation of synaptic transmission, glutamatergic (GO:0051966)","21/46",0.843525980386418,0.97371075114373,0,0,0.775241399248338,0.131918624601727,"NLGN3;MEF2C;NLGN2;UNC13A;TSHZ3;HOMER1;LRRK2;GRIK3;ATP1A2;GRIK1;MAPK8IP2;TNF;CACNG8;RELN;CDH2;OPHN1;CCL2;PTK2B;SHANK3;CACNG4;CCR2"
"protein K63-linked ubiquitination (GO:0070534)","20/44",0.846053990671331,0.976441250571102,0,0,0.769094880195285,0.128571208260985,"PRKN;UBE2B;UBE2E2;BFAR;TRAF2;WWP2;TRAF1;RNF4;RNF5;RNF135;TRAF3;NEDD4;UBE2T;ARIH2;UBE2V2;STUB1;TRIM27;RNF186;RNF152;TRIM21"
"regulation of Notch signaling pathway (GO:0008593)","39/83",0.847099748217044,0.977288391633525,0,0,0.817826396019272,0.135707515371798,"GALNT11;NOTCH3;POGLUT1;MAML2;MAML1;YJEFN3;SRC;DTX1;ARRB1;NRARP;RFNG;TM2D3;RBPJ;GATA2;DLL1;LFNG;AKT1;TSPAN5;CCN3;HIF1AN;ZBTB7A;BEND6;PRKCI;NIBAN2;FBXW7;EGF;NOS3;STAT3;RITA1;WWP2;SYNJ2BP;SREBF2;KAT2B;MMP14;ELF3;ITGB1BP1;MAML3;IL6ST;LLGL1"
"DNA catabolic process, endonucleolytic (GO:0000737)","10/23",0.847601603732773,0.977288391633525,0,0,0.710064867746808,0.117405363486204,"DFFB;CECR2;ENDOG;FBH1;CASP3;HMGB2;EXOG;DNASE1;DNASE1L3;KPNB1"
"positive regulation of transcription initiation from RNA polymerase II promoter (GO:0060261)","10/23",0.847601603732773,0.977288391633525,0,0,0.710064867746808,0.117405363486204,"MED12;MED1;MED14;PSMC5;PAXIP1;PSMC3;PSMC2;HNF1A;MED16;ESR1"
"protein alkylation (GO:0008213)","10/23",0.847601603732773,0.977288391633525,0,0,0.710064867746808,0.117405363486204,"PCMT1;BHMT;PRMT2;PRMT1;EEF2KMT;FAM98B;METTL21A;LCMT1;EEF1AKMT1;CAMKMT"
"regulation of telomere capping (GO:1904353)","10/23",0.847601603732773,0.977288391633525,0,0,0.710064867746808,0.117405363486204,"PKIB;USP7;RAD50;NABP2;NEK2;PRKCQ;NBN;MAPK15;AURKB;SMG6"
"regulation of ubiquitin-dependent protein catabolic process (GO:2000058)","19/42",0.848797906548565,0.978377521728103,0,0,0.762413234080522,0.124985571616216,"RPL5;CAV3;CSNK2A1;RPS7;FBXW7;SMURF1;HFE;RPL23;SGTA;ARAF;LAPTM5;RAD23A;COMMD1;CLU;PML;XPO1;GNA12;PTK2B;UBQLN4"
"recombinational repair (GO:0000725)","37/79",0.848872005615243,0.978377521728103,0,0,0.812846709960888,0.133182383550304,"BLM;FBH1;SMC5;BRCA1;SMC6;BRCA2;SAMHD1;RAD54B;RAD51AP1;RECQL4;RAD51AP2;SFR1;SWI5;REV3L;RBBP8;NBN;ZSWIM7;AP5S1;POLQ;HELQ;NSMCE1;RECQL;HUS1;RPA2;SPIDR;PALB2;RAD52;MMS22L;RAD51D;RAD50;RAD51C;RAD51;NABP2;NABP1;AUNIP;ERCC5;RHNO1"
"RNA 3'-end processing (GO:0031123)","32/69",0.854403908151422,0.983584501043061,0,0,0.798035156514802,0.125571818759325,"POLDIP3;TUT4;CSTF3;TENT4A;TENT4B;PABPN1;PCF11;TENT2;CPSF4;CHTOP;PNPT1;CPSF1;ALYREF;CPSF3;CPSF2;THOC1;UPF3B;THOC3;THOC2;THOC5;MAGOHB;THOC7;THOC6;SUPV3L1;DDX39A;DDX39B;SRSF2;SRSF3;TUT1;RNPS1;SRSF6;SRSF7"
"beta-catenin destruction complex disassembly (GO:1904886)","9/21",0.854646408948222,0.983584501043061,0,0,0.692318798729425,0.108740749943786,"AMER1;FZD2;FRAT2;FZD5;CSNK1A1;DVL1;DVL2;WNT8B;LRP6"
"hydrogen peroxide catabolic process (GO:0042744)","9/21",0.854646408948222,0.983584501043061,0,0,0.692318798729425,0.108740749943786,"PRDX3;PRDX2;PRDX5;GPX1;GPX3;PRDX1;CAT;PXDN;APOA4"
"positive regulation of transcription regulatory region DNA binding (GO:2000679)","9/21",0.854646408948222,0.983584501043061,0,0,0.692318798729425,0.108740749943786,"RB1;TRIM6;NIBAN2;TGFB1;DDRGK1;TWIST1;IGF1;PARK7;LAMTOR5"
"regulation of anoikis (GO:2000209)","9/21",0.854646408948222,0.983584501043061,0,0,0.692318798729425,0.108740749943786,"ANKRD13C;ITGB1;SRC;PTRH2;SNAI2;SIK1;ITGA5;TLE5;MCL1"
"regulation of transcription by RNA polymerase III (GO:0006359)","9/21",0.854646408948222,0.983584501043061,0,0,0.692318798729425,0.108740749943786,"RPTOR;AR;PRDX5;ELL;ICE1;NAB2;POLR3G;MAF1;MTOR"
"retinol metabolic process (GO:0042572)","9/21",0.854646408948222,0.983584501043061,0,0,0.692318798729425,0.108740749943786,"RETSAT;RDH12;RDH11;RDH10;CYP1A1;CYP1B1;LRAT;ADH7;DHRS3"
"actin-myosin filament sliding (GO:0033275)","17/38",0.855027419238398,0.983584501043061,0,0,0.747138774592777,0.117018175850723,"MYBPC2;ACTN3;TPM4;TPM3;TNNC1;TPM2;TPM1;MYL6B;NEB;MYH2;DES;TNNT2;TNNI2;DMD;TNNI3;VIM;MYH6"
"muscle filament sliding (GO:0030049)","17/38",0.855027419238398,0.983584501043061,0,0,0.747138774592777,0.117018175850723,"MYBPC2;ACTN3;TPM4;TPM3;TNNC1;TPM2;TPM1;MYL6B;NEB;MYH2;DES;TNNT2;TNNI2;DMD;TNNI3;VIM;MYH6"
"ncRNA export from nucleus (GO:0097064)","17/38",0.855027419238398,0.983584501043061,0,0,0.747138774592777,0.117018175850723,"NUP214;NUP205;NPM1;SEC13;NUP107;SSB;NUP188;NUP155;NUP210;TSC1;NUP160;NUP93;XPOT;NUP42;NUP62;RAN;NUP37"
"double-strand break repair (GO:0006302)","79/164",0.855748971654712,0.984067042871457,0,0,0.85717722305513,0.133529527684192,"H2AX;MDC1;SMARCAL1;DCLRE1C;FBH1;HMGB2;CIB1;SMC5;SMC6;BRCA1;BRCA2;TENT4A;BABAM1;EME1;SFR1;EME2;CHEK2;REV3L;SMARCAD1;TNKS1BP1;NBN;KPNA2;AP5S1;PIAS4;PARP3;KDM2A;DTX3L;PARP2;NSMCE1;RECQL;HUS1;DNTT;ACTR8;PARP9;SPIDR;MMS22L;RAD51D;RAD51C;UBE2V2;BLM;PAXIP1;CDCA5;DDX1;SAMHD1;RAD54B;RAD51AP1;RECQL4;RAD51AP2;SWI5;NSD2;RBBP8;ZSWIM7;BARD1;KDM4A;POLQ;HELQ;XRCC5;POLM;SMARCA5;RPA2;PALB2;IFFO1;SETX;MAD2L2;RAD52;POLA1;PPP5C;RAD50;RAD51;TDP2;TDP1;ERCC1;APLF;NABP2;NABP1;AUNIP;ERCC5;TRIP13;BAP1"
"Golgi organization (GO:0007030)","62/130",0.858134569768459,0.984067042871457,0,0,0.84101825714806,0.128671042070296,"UBXN2A;LRRK2;SYNE1;GOLGA2;TRAPPC12;MYO18A;TRAPPC11;TMED1;TMED7;TMED6;TMED4;DYNC2H1;RAB2A;BCAS3;TMED9;COG7;TICAM2;FBXW8;COG4;TANGO2;GOLPH3L;CSNK1D;VRK1;GAK;RAB30;GORASP1;PRKD1;ARHGEF7;OBSL1;BLZF1;PI4K2A;RAB1A;CUL7;LMAN2L;ATL3;STX16;ATL2;DNAJC28;CDC42;LMAN1;LMAN2;VTI1A;STX6;DYM;CLASP1;VTI1B;PLK3;SEC16B;HACE1;ATP8B2;ATP8B1;CSNK1A1;SEC16A;GBF1;TRAPPC8;VMP1;NSFL1C;GOLPH3;STK25;CDK1;PLEKHM2;BET1"
"positive regulation of viral process (GO:0048524)","29/63",0.858656473555766,0.984067042871457,0,0,0.787051902446773,0.119935967741214,"CTDP1;VPS4A;ADAR;IFIT1;HACD3;LARP1;POLR2A;CCL5;POLR2C;KPNA6;POLR2F;POLR2H;KPNA2;POLR2I;POLR2L;RAD23A;GTF2F1;TMEM250;GTF2F2;MDFIC;AXL;VAPB;TYRO3;CD28;PPIE;TMEM39A;PABPC1;PPARA;PPID"
"adherens junction assembly (GO:0034333)","4/10",0.858887685436593,0.984067042871457,0,0,0.615483291642614,0.0936255432162722,"PIP5K1C;PAK2;ACTB;VCL"
"adrenal gland development (GO:0030325)","4/10",0.858887685436593,0.984067042871457,0,0,0.615483291642614,0.0936255432162722,"SALL1;DKK3;STRA6;WNT4"
"cellular response to acetylcholine (GO:1905145)","4/10",0.858887685436593,0.984067042871457,0,0,0.615483291642614,0.0936255432162722,"CHRNB2;CHRM3;ROCK2;LY6H"
"G protein-coupled serotonin receptor signaling pathway (GO:0098664)","4/10",0.858887685436593,0.984067042871457,0,0,0.615483291642614,0.0936255432162722,"HTR1D;HTR2B;HTR1B;HTR4"
"lipid phosphorylation (GO:0046834)","4/10",0.858887685436593,0.984067042871457,0,0,0.615483291642614,0.0936255432162722,"DGKE;DGKB;DGKQ;DGKK"
"negative regulation of humoral immune response mediated by circulating immunoglobulin (GO:0002924)","4/10",0.858887685436593,0.984067042871457,0,0,0.615483291642614,0.0936255432162722,"SUSD4;FOXJ1;FCGR2B;CD55"
"negative regulation of voltage-gated calcium channel activity (GO:1901386)","4/10",0.858887685436593,0.984067042871457,0,0,0.615483291642614,0.0936255432162722,"GPR35;CALM1;DRD4;CBARP"
"nuclear pore complex assembly (GO:0051292)","4/10",0.858887685436593,0.984067042871457,0,0,0.615483291642614,0.0936255432162722,"NUP93;NUP205;NUP107;RTN4"
"nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5' (GO:0034427)","4/10",0.858887685436593,0.984067042871457,0,0,0.615483291642614,0.0936255432162722,"EXOSC7;EXOSC5;EXOSC4;EXOSC8"
"peptidyl-amino acid modification (GO:0018193)","4/10",0.858887685436593,0.984067042871457,0,0,0.615483291642614,0.0936255432162722,"FKBP10;METAP1D;APOA2;FKBP7"
"presynaptic membrane assembly (GO:0097105)","4/10",0.858887685436593,0.984067042871457,0,0,0.615483291642614,0.0936255432162722,"NLGN3;PTPRD;NLGN2;LRP4"
"protein localization to endosome (GO:0036010)","4/10",0.858887685436593,0.984067042871457,0,0,0.615483291642614,0.0936255432162722,"NRP1;TMEM30A;TOLLIP;PACSIN2"
"regulation of DNA methylation (GO:0044030)","4/10",0.858887685436593,0.984067042871457,0,0,0.615483291642614,0.0936255432162722,"DNMT3L;KDM1B;MYC;GRHL2"
"regulation of hydrogen peroxide-induced cell death (GO:1903205)","4/10",0.858887685436593,0.984067042871457,0,0,0.615483291642614,0.0936255432162722,"LRRK2;PYCR1;PARK7;PDE8A"
"regulation of memory T cell differentiation (GO:0043380)","4/10",0.858887685436593,0.984067042871457,0,0,0.615483291642614,0.0936255432162722,"IL23A;IL23R;IL12RB1;PCK1"
"regulation of protein localization to centrosome (GO:1904779)","4/10",0.858887685436593,0.984067042871457,0,0,0.615483291642614,0.0936255432162722,"NSFL1C;PARD6A;NUP62;CEP250"
"telomere maintenance in response to DNA damage (GO:0043247)","4/10",0.858887685436593,0.984067042871457,0,0,0.615483291642614,0.0936255432162722,"DCLRE1C;APEX1;TERF2IP;TFIP11"
"urea cycle (GO:0000050)","4/10",0.858887685436593,0.984067042871457,0,0,0.615483291642614,0.0936255432162722,"SLC25A15;ARG1;ASL;ASS1"
"potassium ion transport (GO:0006813)","58/122",0.859349813376471,0.984408731477987,0,0,0.835958655705996,0.126713949805479,"KCNG1;KCNK5;KCNK6;KCNC3;PKD2;AQP1;CHP1;KCNH1;CCDC51;KCNH2;KCNH3;KCNH4;KCND1;KCNK10;KCND3;KCNH8;KCNK12;KCNK13;KCNAB2;TMEM175;SLC9A2;SLC9A3;SLC9A4;SLC9A5;SLC9A6;KCNQ1;SLC9A8;SLC9A9;KCNMA1;KCNQ3;KCNQ4;KCNE1;KCNA1;HPN;ATP1A4;KCNA3;SLC1A3;ABCB8;ATP1A2;KCNA6;LRRC55;LRRC52;KCNMB1;KCNN2;KCNN4;KCNJ1;KCNJ3;KCNJ5;KCNJ10;KCNB1;KCNIP2;KCNB2;KCNJ15;KCNJ16;KCNS1;KCNK1;HCN2;KCNK4"
"axoneme assembly (GO:0035082)","15/34",0.862438406430793,0.986565117457937,0,0,0.728645508599583,0.107833374910507,"LRGUK;CFAP74;TTC12;SPEF1;DNAAF3;DNAAF1;DNAJB13;FOXJ1;RSPH9;RP1;DCX;CCDC65;DRC1;GAS8;CCDC40"
"positive regulation of telomerase activity (GO:0051973)","15/34",0.862438406430793,0.986565117457937,0,0,0.728645508599583,0.107833374910507,"PARM1;NVL;XRCC5;KLF4;GRHL2;MAPK15;AURKB;GREM1;PKIB;DKC1;MYC;NEK2;PRKCQ;CCT4;WRAP53"
"tRNA export from nucleus (GO:0006409)","15/34",0.862438406430793,0.986565117457937,0,0,0.728645508599583,0.107833374910507,"NUP214;NUP205;SEC13;NUP107;SSB;NUP188;NUP155;NUP210;NUP160;NUP93;XPOT;NUP42;NUP62;RAN;NUP37"
"tRNA-containing ribonucleoprotein complex export from nucleus (GO:0071431)","15/34",0.862438406430793,0.986565117457937,0,0,0.728645508599583,0.107833374910507,"NUP214;NUP205;SEC13;NUP107;SSB;NUP188;NUP155;NUP210;NUP160;NUP93;XPOT;NUP42;NUP62;RAN;NUP37"
"cytoplasmic translational initiation (GO:0002183)","8/19",0.862710622192655,0.986565117457937,0,0,0.671344824569079,0.0991414916236452,"EIF4A1;EIF3I;EIF2D;EIF2S2;EIF3D;EIF3A;EIF4B;EIF4G1"
"histone deubiquitination (GO:0016578)","8/19",0.862710622192655,0.986565117457937,0,0,0.671344824569079,0.0991414916236452,"ENY2;USP7;KAT2A;USP49;ATXN7;USP22;EPOP;ATXN7L3"
"positive regulation of G protein-coupled receptor signaling pathway (GO:0045745)","8/19",0.862710622192655,0.986565117457937,0,0,0.671344824569079,0.0991414916236452,"CHGA;C3;GSK3A;PDE6G;PRKCA;ACP3;SLC39A14;MRAP2"
"regulation of nervous system process (GO:0031644)","8/19",0.862710622192655,0.986565117457937,0,0,0.671344824569079,0.0991414916236452,"APP;NOS3;ROCK2;NPTX2;BEGAIN;SLC8A2;TYMP;DLGAP4"
"regulation of oligodendrocyte differentiation (GO:0048713)","8/19",0.862710622192655,0.986565117457937,0,0,0.671344824569079,0.0991414916236452,"SLC45A3;TENM4;TMEM98;IL34;CXCR4;PTN;TNFRSF1B;TNFRSF21"
"triglyceride metabolic process (GO:0006641)","25/55",0.865752480790647,0.989855206477941,0,0,0.768983579163855,0.110853773875011,"LPGAT1;MOGAT2;MOGAT1;LPL;LMF1;AGMO;LIPG;GPAT3;APOE;APOB;DGAT2;DGAT1;CAV3;GK;APOA2;APOBR;APOC3;SIRT1;FABP3;FABP4;GPAM;FABP7;PNPLA3;LPIN1;PNPLA2"
"positive regulation of telomere maintenance (GO:0032206)","14/32",0.866676282371704,0.990722830590874,0,0,0.717856531415853,0.102717910652762,"PPP1R10;ATRX;SIRT6;MAPK15;AURKB;PML;GNL3;PKIB;RAD50;ERCC1;NABP2;NEK2;PRKCQ;NBN"
"negative regulation of translation (GO:0017148)","42/90",0.868372057178207,0.992472421581791,0,0,0.807237350328312,0.113929458661816,"TRIM71;FTO;GRB7;BTG2;ROCK2;SHMT1;YBX1;MALSU1;MRPL13;TOB1;EIF4ENIF1;SYNCRIP;RIDA;FXR2;LARP1;ENC1;RACK1;EIF4EBP1;IGF2BP1;EIF4EBP2;IGF2BP2;NANOS1;IGFBP5;DAPK1;PCIF1;RPL13A;EIF2AK2;GZMB;SAMD4B;TSC1;EIF2AK4;PUS7;MEX3D;DHFR;ILF3;CPEB1;NCL;EIF3E;CPEB3;GAPDH;CPEB2;CPEB4"
"mRNA splice site selection (GO:0006376)","13/30",0.871328355087223,0.994026347557018,0,0,0.705797388767736,0.0972139821757977,"ISY1;CELF2;CELF3;CELF5;PSIP1;NOL3;SETX;LUC7L3;KHDC4;SRSF6;SRSF10;LUC7L2;SRSF12"
"synaptic vesicle cycle (GO:0099504)","13/30",0.871328355087223,0.994026347557018,0,0,0.705797388767736,0.0972139821757977,"BRSK1;RAB3A;SNAPIN;WNT7A;CPLX2;SYT7;PLD2;PCLO;SYNDIG1;PIP5K1C;RAB5A;STX1A;VAMP2"
"cellular biogenic amine biosynthetic process (GO:0042401)","7/17",0.872006459920689,0.994026347557018,0,0,0.646174574150707,0.0884990661243524,"MOXD1;DDC;TPH1;SMOX;HDC;PAH;SAT2"
"cellular response to gamma radiation (GO:0071480)","7/17",0.872006459920689,0.994026347557018,0,0,0.646174574150707,0.0884990661243524,"KDM1A;XRCC5;MAP3K20;TMEM109;CRYAB;HRAS;TSPYL5"
